2019-10-08 16:16:33,287 [.0_211-b12]   INFO - .openapi.application.Preloader - com.intellij.ide.ui.OptionsTopHitProvider$Activity took 168 ms 
2019-10-08 16:16:33,569 [entQueue-0]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2019-10-08 16:16:33,599 [d thread 3]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2019-10-08 16:16:33,740 [entQueue-0]   INFO - m.intellij.ui.mac.touchbar.NST - touchbar-server isn't running, skip nst loading 
2019-10-08 16:16:33,801 [entQueue-0]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2019-10-08 16:16:34,228 [entQueue-0]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:347, number of extensions:43 
2019-10-08 16:16:34,245 [entQueue-0]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:16 
2019-10-08 16:16:34,331 [entQueue-0]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:82, number of extensions:50 
2019-10-08 16:16:34,331 [entQueue-0]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:0 
2019-10-08 16:16:34,777 [entQueue-0]   INFO - ellij.project.impl.ProjectImpl - 19 project components initialized in 276 ms 
2019-10-08 16:16:34,913 [cture Pool]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:JAVA,KNM,Kotlin,KJSM,XML,HTML,DGM File Type,Groovy,CLASS,LLDBCommands,Properties,GDBCommands,kotlin_builtins 
2019-10-08 16:16:35,310 [entQueue-0]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2019-10-08 16:16:35,475 [cture Pool]   INFO - pl$FileIndexDataInitialization - Initialization done:1229 
2019-10-08 16:16:35,591 [cture Pool]   INFO - exImpl$StubIndexInitialization - Initialization done:116 
2019-10-08 16:16:36,289 [entQueue-0]   INFO - plication.impl.ApplicationImpl - 85 application components initialized in 6297ms 
2019-10-08 16:16:36,323 [entQueue-0]   INFO - .intellij.idea.IdeaApplication - App initialization took 10544 ms 
2019-10-08 16:16:36,323 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 1177 classes 
2019-10-08 16:16:36,323 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 591 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 378 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - CVS loaded 48 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 36 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 34 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 33 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 27 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 27 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 26 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 25 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 23 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 23 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 16 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 12 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 11 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.android.tools.ndk loaded 9 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct loaded 7 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 5 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 3 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.core loaded 3 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 3 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 2 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.login loaded 2 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 1 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.test.recorder loaded 1 classes 
2019-10-08 16:16:36,324 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.services.firebase loaded 1 classes 
2019-10-08 16:16:37,259 [.0_211-b12]   INFO - .openapi.application.Preloader - com.intellij.openapi.actionSystem.impl.ActionPreloader took 3970 ms 
2019-10-08 16:16:37,875 [.0_211-b12]   INFO - dk.ClangTidyInspectionProvider - The clang-tidy inspection is disabled. 
2019-10-08 16:16:38,022 [d thread 5]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/addons_list-3.xml 
2019-10-08 16:16:38,568 [d thread 5]   INFO - s.RepoProgressIndicatorAdapter - File /Users/irfanhussainbhati/.android/repositories.cfg could not be loaded. 
2019-10-08 16:16:38,571 [4-thread-1]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/repository2-1.xml 
2019-10-08 16:16:38,571 [4-thread-2]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android/sys-img2-1.xml 
2019-10-08 16:16:38,572 [4-thread-4]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-wear/sys-img2-1.xml 
2019-10-08 16:16:38,573 [4-thread-5]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-wear-cn/sys-img2-1.xml 
2019-10-08 16:16:38,573 [4-thread-6]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-tv/sys-img2-1.xml 
2019-10-08 16:16:38,573 [4-thread-7]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/google_apis/sys-img2-1.xml 
2019-10-08 16:16:38,573 [4-thread-8]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/google_apis_playstore/sys-img2-1.xml 
2019-10-08 16:16:38,574 [4-thread-9]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/addon2-1.xml 
2019-10-08 16:16:38,574 [-thread-10]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/glass/addon2-1.xml 
2019-10-08 16:16:38,574 [-thread-11]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/extras/intel/addon2-1.xml 
2019-10-08 16:16:38,575 [-thread-12]   INFO - s.RepoProgressIndicatorAdapter - Downloading file:/Applications/Android%20Studio.app/Contents/plugins/sdk-updates/offline-repo/offline-repo.xml 
2019-10-08 16:16:38,575 [4-thread-3]   INFO - s.RepoProgressIndicatorAdapter - Downloading https://dl.google.com/android/repository/sys-img/android-automotive/sys-img2-1.xml 
